idValida,estado,oficina,area,fechaSolicitud,tipoGasto,concepto,montoGasto,fechaCarga,usuarioCargo,validacion,obseValidacion,fechaValidacion,usuarioValidacion,comprobacion,fechaComprobacion,usuarioComprobo,statusValida,Freq,idValidaD,fechaDeposito,montoDeposito,fechaCargaD,usuarioCargoD
178436,QUINTANA ROO,Cancún,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,EXHORTOS,760,25/02/2019,GtoQroo2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,07/03/2019,GF20160401,COMPROBADO,1,178436,26/02/2019,760,26/02/2019,Gadmin14
178437,QUINTANA ROO,Cancún,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,EXHORTOS,760,25/02/2019,GtoQroo2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,07/03/2019,GF20160401,COMPROBADO,1,178437,26/02/2019,760,26/02/2019,Gadmin14
178438,VALLE MEXICO,Distrito Federal,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,SANEAMIENTO_ACTUALIZACION DE AGUA,350,25/02/2019,GtosVm2,ACEPTADO,PAGADO,04/03/2019,Gadmin14,SI,27/03/2019,GF20160401,COMPROBADO,1,178438,27/02/2019,350,04/03/2019,Gadmin14
178439,VALLE MEXICO,Distrito Federal,Juridico Proyecto Actual,25/02/2019,NO COMPROBABLE FISCALMENTE,"SANEAMIENTO_FORMAS, FORMATOS Y CERTIFICADOS VARIOS",100,25/02/2019,GtosVm2,ACEPTADO,PAGADO,04/03/2019,Gadmin14,SI,07/03/2019,GF20160401,COMPROBADO,1,178439,27/02/2019,100,04/03/2019,Gadmin14
178440,CHIAPAS,Tuxtla,Juridico Proyecto Actual,22/02/2019,COMPROBABLE FISCALMENTE,GASOLINA,600,25/02/2019,GtoChs2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,NO,,,,3,178440,26/02/2019,600,26/02/2019,Gadmin14
178441,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178441,26/02/2019,507,26/02/2019,Gadmin14
178442,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178442,26/02/2019,507,26/02/2019,Gadmin14
178444,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE (COMPROBABLE FISCALMENTE),ESCRITURA PARA DEMANDAR,580,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,13/03/2019,OPER071604,COMPROBADO,1,178444,26/02/2019,580,26/02/2019,Gadmin14
178445,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,ESCRITURA PARA DEMANDAR,338,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178445,26/02/2019,338,26/02/2019,Gadmin14
178446,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,ESCRITURA PARA DEMANDAR,338,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178446,26/02/2019,338,26/02/2019,Gadmin14
178447,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,EXTRACCION DE ARCHIVO JUDICIAL,254,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,24/04/2019,OPER071604,COMPROBADO,1,178447,26/02/2019,253.5,26/02/2019,Gadmin14
178450,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178450,26/02/2019,507,26/02/2019,Gadmin14
178451,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178451,26/02/2019,507,26/02/2019,Gadmin14
178452,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178452,26/02/2019,507,26/02/2019,Gadmin14
178453,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178453,26/02/2019,507,26/02/2019,Gadmin14
178454,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178454,26/02/2019,507,26/02/2019,Gadmin14
178455,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178455,26/02/2019,507,26/02/2019,Gadmin14
178456,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178456,26/02/2019,507,26/02/2019,Gadmin14
178457,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178457,26/02/2019,507,26/02/2019,Gadmin14
178458,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178458,26/02/2019,507,26/02/2019,Gadmin14
178459,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178459,26/02/2019,507,26/02/2019,Gadmin14
178460,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178460,26/02/2019,507,26/02/2019,Gadmin14
178461,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178461,26/02/2019,507,26/02/2019,Gadmin14
178462,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178462,26/02/2019,507,26/02/2019,Gadmin14
178463,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178463,26/02/2019,507,26/02/2019,Gadmin14
178464,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178464,26/02/2019,507,26/02/2019,Gadmin14
178465,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178465,26/02/2019,507,26/02/2019,Gadmin14
178466,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178466,26/02/2019,507,26/02/2019,Gadmin14
178467,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178467,26/02/2019,507,26/02/2019,Gadmin14
178468,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178468,26/02/2019,507,26/02/2019,Gadmin14
178469,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178469,26/02/2019,507,26/02/2019,Gadmin14
178470,TAMAULIPAS,Tampico,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,BUSQUEDA EN RPP,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178470,26/02/2019,507,26/02/2019,Gadmin14
178471,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,EXTRACCION DE ARCHIVO JUDICIAL,253,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,02/04/2019,OPER071604,COMPROBADO,1,178471,26/02/2019,253.47,26/02/2019,Gadmin14
178472,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,EXTRACCION DE ARCHIVO JUDICIAL,253,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,02/04/2019,OPER071604,COMPROBADO,1,178472,26/02/2019,253.47,26/02/2019,Gadmin14
178473,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,EXTRACCION DE ARCHIVO JUDICIAL,253,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,02/04/2019,OPER071604,COMPROBADO,1,178473,26/02/2019,253.47,26/02/2019,Gadmin14
178486,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178486,26/02/2019,3500,26/02/2019,Gadmin14
178487,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178487,26/02/2019,3500,26/02/2019,Gadmin14
178489,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178489,26/02/2019,3500,26/02/2019,Gadmin14
178490,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178490,26/02/2019,3500,26/02/2019,Gadmin14
178491,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178491,26/02/2019,3500,26/02/2019,Gadmin14
178498,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178498,26/02/2019,3500,26/02/2019,Gadmin14
178499,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178499,26/02/2019,3500,26/02/2019,Gadmin14
178500,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178500,26/02/2019,3500,26/02/2019,Gadmin14
178501,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178501,26/02/2019,3500,26/02/2019,Gadmin14
178502,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178502,26/02/2019,3500,26/02/2019,Gadmin14
178503,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,AVALUO ACTORA,3500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178503,26/02/2019,3500,26/02/2019,Gadmin14
178504,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4500,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178504,27/02/2019,4500,27/02/2019,Gadmin14
178506,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178506,27/02/2019,4292,27/02/2019,Gadmin14
178507,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178507,27/02/2019,4292,27/02/2019,Gadmin14
178508,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178508,27/02/2019,4292,27/02/2019,Gadmin14
178509,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,05/03/2019,OPER071604,COMPROBADO,1,178509,27/02/2019,4292,27/02/2019,Gadmin14
178511,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,05/03/2019,OPER071604,COMPROBADO,1,178511,27/02/2019,4292,27/02/2019,Gadmin14
178513,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,05/03/2019,OPER071604,COMPROBADO,1,178513,27/02/2019,4292,27/02/2019,Gadmin14
178514,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,3000,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178514,27/02/2019,3000,27/02/2019,Gadmin14
178515,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178515,27/02/2019,4292,27/02/2019,Gadmin14
178516,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178516,27/02/2019,4292,27/02/2019,Gadmin14
178517,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,11/03/2019,OPER071604,COMPROBADO,1,178517,27/02/2019,4292,27/02/2019,Gadmin14
178518,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,COMPROBABLE FISCALMENTE,AVALUO EN REBELDIA,4292,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,27/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178518,27/02/2019,4292,27/02/2019,Gadmin14
178519,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178519,26/02/2019,507,26/02/2019,Gadmin14
178520,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,05/03/2019,OPER071604,COMPROBADO,1,178520,26/02/2019,507,26/02/2019,Gadmin14
178522,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178522,26/02/2019,507,26/02/2019,Gadmin14
178525,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178525,26/02/2019,507,26/02/2019,Gadmin14
178530,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178530,26/02/2019,507,26/02/2019,Gadmin14
178534,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178534,26/02/2019,507,26/02/2019,Gadmin14
178535,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178535,26/02/2019,507,26/02/2019,Gadmin14
178538,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178538,26/02/2019,507,26/02/2019,Gadmin14
178539,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178539,26/02/2019,507,26/02/2019,Gadmin14
178540,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178540,26/02/2019,507,26/02/2019,Gadmin14
178545,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,CLG PARA REMATE,507,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178545,26/02/2019,507,26/02/2019,Gadmin14
178548,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE (COMPROBABLE FISCALMENTE),PUBLICACION DE EDICTOS REMATE,506,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,08/03/2019,OPER071604,COMPROBADO,1,178548,26/02/2019,506,26/02/2019,Gadmin14
178550,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE (COMPROBABLE FISCALMENTE),PUBLICACION DE EDICTOS REMATE,1300,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,06/03/2019,OPER071604,COMPROBADO,1,178550,26/02/2019,1300,26/02/2019,Gadmin14
178551,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE (COMPROBABLE FISCALMENTE),PUBLICACION DE EDICTOS REMATE,1300,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,06/03/2019,OPER071604,COMPROBADO,1,178551,26/02/2019,1300,26/02/2019,Gadmin14
178552,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,1300,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/03/2019,OPER071604,COMPROBADO,1,178552,26/02/2019,1300,26/02/2019,Gadmin14
178554,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE (COMPROBABLE FISCALMENTE),PUBLICACION DE EDICTOS REMATE,506,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,08/03/2019,OPER071604,COMPROBADO,1,178554,26/02/2019,506,26/02/2019,Gadmin14
178558,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,450,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,11/03/2019,OPER071604,COMPROBADO,1,178558,26/02/2019,450,26/02/2019,Gadmin14
178560,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,650,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,06/03/2019,OPER071604,COMPROBADO,1,178560,26/02/2019,650,26/02/2019,Gadmin14
178561,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,650,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,06/03/2019,OPER071604,COMPROBADO,1,178561,26/02/2019,650,26/02/2019,Gadmin14
178562,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,650,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,04/04/2019,OPER071604,COMPROBADO,1,178562,26/02/2019,650,26/02/2019,Gadmin14
178564,TAMAULIPAS,Matamoros,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,PUBLICACION DE EDICTOS REMATE,450,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,11/03/2019,OPER071604,COMPROBADO,1,178564,26/02/2019,450,26/02/2019,Gadmin14
178568,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,INSCRIPCION DE EMBARGO,200,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,03/04/2019,OPER071604,COMPROBADO,1,178568,26/02/2019,200,26/02/2019,Gadmin14
178569,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,INSCRIPCION DE EMBARGO,200,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,20/09/2019,GF20160401,COMPROBADO,1,178569,26/02/2019,200,26/02/2019,Gadmin14
178571,TAMAULIPAS,CD. Victoria,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,INSCRIPCION DE CEDULA HIPOTECARIA,845,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178571,26/02/2019,845,26/02/2019,Gadmin14
178573,TAMAULIPAS,Nuevo Laredo,Juridico Proyecto Actual,25/02/2019,REEMBOLSABLE,INSCRIPCION DE CEDULA HIPOTECARIA,845,25/02/2019,GtoTam2015,ACEPTADO,PAGADO,26/02/2019,Gadmin14,SI,01/03/2019,OPER071604,COMPROBADO,1,178573,26/02/2019,845,26/02/2019,Gadmin14
